video_id,skill_id,title,traditional_relevance,depth,clarity,practical_examples_count,instructional_language
eJ_SIwDCPBc,tensorflow_image_classification,"Image Recognition Using CNN | Python, Keras & TensorFlow Tutorial | AI Deep Learning Project",5,2,5,1,5
QwTW870n2pQ,tensorflow_image_classification,"Enhance! Deploying Image Recognition with TensorFlow and Kubernetes, C. West, Google, TechSummit",3,3,2,0,5
zqgpoSPJnKQ,tensorflow_image_classification,Unknown,1,1,1,0,1
OBu-aGl-NSo,tensorflow_image_classification,Unknown,1,1,1,0,1
FEMDZWXfdSE,tensorflow_image_classification,Tensorflow image recognition,3,3,3,0,5
aL6Dm9jtVIY,tensorflow_image_classification,Image Processing With TensorFlow | TensorFlow Image recognition,3,2,3,1,1
dVT7cFcSg0s,tensorflow_image_classification,TensorFlow image recognition and machine learning,3,2,3,0,4
Pkjmsxrz57o,tensorflow_image_classification,Unknown,1,1,1,0,1
cPmjQ9V6Hbk,tensorflow_image_classification,TensorFlow for Computer Vision Course - Full Python Tutorial for Beginners,4,3,3,20,5
bemDFpNooA8,tensorflow_image_classification,Basic Computer Vision with ML (ML Zero to Hero - Part 2),3,2,5,0,5
iyHkg7TmHmE,tensorflow_image_classification,PyTorch vs TensorFlow in 2025 - Make the Right Choice (Different Explained),1,2,3,0,3
j-35y1M9rRU,tensorflow_image_classification,Computer vision by building a neural network with TensorFlow | Machine Learning Foundations,3,3,5,1,5
zEy9rFnKDAw,tensorflow_image_classification,Unknown,1,1,1,0,1
VtRLrQ3Ev-U,tensorflow_image_classification,Python TensorFlow for Machine Learning – Neural Network Text Classification Tutorial,2,3,3,9,5
KNAWp2S3w94,tensorflow_image_classification,Intro to Machine Learning (ML Zero to Hero - Part 1),2,2,5,0,5
WzzW8f5H_MQ,tensorflow_image_classification,Ep1 - Getting Started | Zero to Hero in Computer Vision with TensorFlow,4,3,3,5,5
C5Qwr75cyzw,tensorflow_image_classification,Unknown,1,1,1,0,1
QX6dvpMjP3I,tensorflow_image_classification,AWS Cloud Quest | Machine Learning | TensorFlow and Computer Vision,1,1,1,0,1
E__eD-ZpxHk,tensorflow_image_classification,Deep Learning Computer Vision in TensorFlow / Keras: Image Classifier Tutorial,3,3,3,8,5
4G5EO9fXj_c,tensorflow_image_classification,Build and Monitor Computer Vision Models with TensorFlow/Keras + WhyLabs,4,3,3,3,4
JCuVUUa1V7k,tensorflow_image_classification,Build and Monitor Computer Vision Models with TensorFlow/Keras + WhyLabs,4,3,3,6,4
D746UYYpTK4,tensorflow_image_classification,Unknown,1,1,1,0,1
5JAZiue-fzY,tensorflow_image_classification,MobileNet Image Classification with TensorFlow's Keras API,3,3,3,3,5
pGpACe28shM,tensorflow_image_classification,TensorFlow 2 Keras Image Classification,3,1,3,0,1
J1jhfAw5Uvo,tensorflow_image_classification,Image Classification using CNN Keras | Full implementation,5,3,3,2,5
44U8jJxaNp8,tensorflow_image_classification,Real-World Python Neural Nets Tutorial (Image Classification w/ CNN) | Tensorflow & Keras,4,3,3,2,5
LsdxvjLWkIY,tensorflow_image_classification,"Transfer Learning | Deep Learning Tutorial 27 (Tensorflow, Keras & Python)",4,3,4,0,5
CLHk6DniYg0,tensorflow_image_classification,Efficient Image Classification with Transfer Learning and Image Augmentation with TensorFlow Keras,3,3,2,6,5
dFdMyUbtKM4,tensorflow_image_classification,Image classification from scratch - Keras Code Examples,4,3,3,2,5
V61xy1ZnVTM,tensorflow_image_classification,Image Classification Project in Python | Deep Learning Neural Network Model Project in Python,3,3,2,2,4
tOpAcWNr6cQ,tensorflow_image_classification,Image Classification Using CNN - TensorFlow/Keras/Python,3,3,2,0,4
yOXHbRR4IRk,tensorflow_image_classification,Introduction to TensorFlow/Keras: Neural Networks for Image Classification || Ml study Jams- ML uyo,3,2,3,2,5
VIYnV5zXals,tensorflow_image_classification,Mastering Image Classification with Pre-Trained ImageNet Models in TensorFlow & Keras,3,3,3,4,5
pYVScuY-GPk,feature_engineering,What is feature engineering | Feature Engineering Tutorial Python # 1,2,2,2,0,2
Bg3CjiJ67Cc,feature_engineering,Feature Engineering for AI: Transforming Raw Data into Predictions,3,2,4,0,4
uu8um0JmYA8,feature_engineering,Feature Engineering Full Course - in 1 Hour | Beginner Level,5,4,3,5,5
ft77eXtn30Q,feature_engineering,Feature Engineering Secret From A Kaggle Grandmaster,3,3,3,0,5
GduT2ZCc26E,feature_engineering,Feature Engineering Techniques For Machine Learning in Python,5,3,3,1,5
d12ra3b_M-0,feature_engineering,Intro to Feature Engineering with TensorFlow - Machine Learning Recipes #9,3,2,4,0,5
hCwTDTdYirg,feature_engineering,Feature selection in machine learning | Full course,3,3,3,1,5
xhB-dmKmzRk,feature_engineering,Step By Step Process In EDA And Feature Engineering In Data Science Projects,4,3,3,0,3
X4pWmkxEikM,feature_engineering,"How to use Feature Engineering for Machine Learning, Equations",2,3,2,0,5
PeMlggyqz0Y,feature_engineering,Machine Learning Explained in 100 Seconds,1,2,3,0,1
ABV2YS9jbzE,feature_engineering,"Feature Engineering | Applied Machine Learning, Part 1",1,2,2,0,2
LHWFu___jgw,feature_engineering,Unknown,1,1,1,0,1
sluoVhT0ehg,feature_engineering,What is Feature Engineering | Day 23 | 100 Days of Machine Learning,1,1,1,0,1
vsKNxbP8R_8,feature_engineering,Advanced Feature Engineering Tips and Tricks - Data Science Festival,5,3,2,1,3
uROvhp7cj6Q,feature_engineering,RecSys 2020 Tutorial: Feature Engineering for Recommender Systems,4,4,3,5,5
ZAaNMWDi8Ds,feature_engineering,Feature Engineering | Process of Feature Engineering | Great Learning,5,3,2,2,5
fHFOANOHwh8,feature_engineering,Complete Exploratory Data Analysis And Feature Engineering In 3 Hours| Krish Naik,5,3,3,8,5
E0Hmnixke2g,feature_engineering,All Machine Learning algorithms explained in 17 min,2,3,3,1,5
WElBhXr9B7c,feature_engineering,Feature engineering vs Feature Learning (tips tricks 46 ),1,3,3,0,4
gX7lV-pokn4,feature_engineering,R Tutorial: Introduction to feature engineering in R,3,2,3,1,5
DkLQtGqQedo,feature_engineering,Introduction to Feature Engineering in Machine Learning,5,2,3,0,5
BdL-cKUG4hE,feature_engineering,What is Feature Engineering | Feature Engineering Techniques | Feature Engineering | Intellipaat,4,3,3,1,2
FUB1KlhqH58,feature_engineering,Feature Engineering For Trading: Improve Your Trading Strategy With These Techniques | Quantreo,1,3,3,0,5
AnZWCB1gpfE,feature_engineering,What is Feature Engineering?,3,2,3,0,5
3R5mfnzGAQk,feature_engineering,What Is Feature Engineering In Machine Learning? - The Friendly Statistician,4,1,3,0,5
krCoPfnduzU,feature_engineering,Feature Engineering - Machine Learning,3,3,5,3,5
U_kn7U-eZRw,feature_engineering,Unknown,1,1,1,0,1
vW8Ykd2nCCk,feature_engineering,How Is Feature Extraction Used In Machine Learning? - The Friendly Statistician,2,1,3,0,5
AU_hBML2H1c,feature_engineering,Machine Learning - Dimensionality Reduction - Feature Extraction & Selection,2,2,3,0,5
jM3tBsLYRdY,feature_engineering,Feature Extraction in Data (Machine Learning Technique),1,2,5,0,5
jql3TvWuCJs,feature_engineering,How Feature Extraction Works in Machine Learning | Explained with Examples,1,2,2,0,5
JviZB2d64KU,feature_engineering,Feature Extraction in Machine Learning,1,1,1,0,1
ivvxfWR1azI,feature_engineering,Class 27 Video: Feature Extraction and Machine Learning,3,3,5,1,5
Bm2eATh8OZ8,feature_engineering,What Is Feature Extraction? - Next LVL Programming,1,1,3,0,4
zY4Hu998lFE,feature_engineering,Machine Learning 102 - Feature Extraction,3,3,3,0,4
yJcIDIPOlA0,feature_engineering,Machine Learning y predicción espacial: visualizando la propagación de plagas en Experience Builder,1,1,1,0,1
FwbXHY8KCUw,feature_engineering,Feature Extraction,1,2,4,0,1
oEKg_jiV1Ng,feature_engineering,Image classification + feature extraction with Python and Scikit learn | Computer vision tutorial,2,3,3,0,5
RZvPgSiOYas,feature_engineering,"Features Extraction in Images, Text, and Audio Data",2,3,3,0,4
zlsTPVFw2_M,feature_engineering,Unknown,1,1,1,0,1
2JB_yJPlvP8,feature_engineering,How Does Feature Extraction Reduce Data Dimensions? - AI and Machine Learning Explained,3,2,3,0,5
Fn1Hpt70K4g,feature_engineering,"Lecture 4 - Feature Extraction - Feature Space, Metrics, Color Histograms, LBP, SIFT - COMP 4423",2,3,3,0,5
YRCLmV4t9lI,feature_engineering,ML 7 :  Features Selections & Feature Extractions with Examples  #machinelearningfullcourse,1,1,1,0,1
NKakENiEaPs,feature_engineering,Python Tutorial : Feature engineering and overfitting,3,2,3,0,5
a0bw8EeAxc8,feature_engineering,Feature Engineering with Python | Course,4,3,3,2,4
4-4pKPv9lJ4,feature_engineering,Automated Feature Engineering and Selection in Python,1,1,1,0,1
XdX8xIJpemc,feature_engineering,How to do Feature Engineering in Python Using Pandas,1,2,3,0,2
Kjo1xuKgGIM,feature_engineering,"""Complete Guide to Feature Engineering & Regular Expressions for Machine Learning & NLP",5,3,5,0,5
jVJ082-WodY,feature_engineering,Python Tutorial: Introduction to NLP feature engineering,2,2,3,0,5
LUZGlS07YiY,feature_engineering,Feature Engineering: An Apprentice’s Guide to the “Dark Art” of Machine Learning,4,3,2,1,5
Fa_V9fP2tpU,feature_engineering,All Machine Learning Concepts Explained in 22 Minutes,3,2,3,1,4
LbX4X71-TFI,model_evaluation_metrics,How to evaluate ML models | Evaluation metrics for machine learning,4,3,3,1,5
lt1YxJ_8Jzs,model_evaluation_metrics,Evaluation Metrics for Machine Learning Models | Full Course,5,3,2,5,5
PeYQIyOyKB8,model_evaluation_metrics,Maria Khalusova: Machine Learning Model Evaluation Metrics | PyData LA 2019,5,2,2,6,5
wpQiEHYkBys,model_evaluation_metrics,Machine Learning Model Evaluation Metrics,5,3,2,6,5
iQOgCcbfXsI,model_evaluation_metrics,"AI Model Evaluation: Metrics for Classification, Regression & Generative AI! 🚀",4,3,3,2,4
iKM8zUzYULs,model_evaluation_metrics,"10 Days of AI Basics, Day 6: Evaluation Metrics",4,1,3,0,2
FXokoJUhsLQ,model_evaluation_metrics,How to Evaluate Your ML Models Effectively? | Evaluation Metrics in Machine Learning!,5,1,2,1,5
M05L1DhFqcw,model_evaluation_metrics,What is the BLEU metric?,3,2,3,0,5
qWfzIYCvBqo,model_evaluation_metrics,Never Forget Again! // Precision vs Recall with a Clear Example of Precision and Recall,3,2,2,0,5
8d3JbbSj-I8,model_evaluation_metrics,"Precision, Recall, & F1 Score Intuitively Explained",4,2,2,1,5
P7L5Frmdz4s,model_evaluation_metrics,What Are Common Model Evaluation Metrics? - The Friendly Statistician,4,2,3,0,5
pGPiRRfNsr0,model_evaluation_metrics,Evaluation Metrics For Classification - Full Overview,5,2,2,2,5
epZQq_tBaT4,model_evaluation_metrics,Unknown,1,1,1,0,1
2osIZ-dSPGE,model_evaluation_metrics,"Precision, Recall, F1 score, True Positive|Deep Learning Tutorial 19 (Tensorflow2.0, Keras & Python)",4,2,2,4,4
aWAnNHXIKww,model_evaluation_metrics,Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,5,3,3,4,4
cRz0BWkuwHg,model_evaluation_metrics,Key Metrics and Evaluation Methods for RAG,3,3,3,0,4
q7LwPoM7tSQ,model_evaluation_metrics,"Performance Metrics Ultralytics YOLOv8 | MAP, F1 Score, Precision, IOU & Accuracy | Episode 25",4,3,3,1,5
Ti7c-Hz7GSM,model_evaluation_metrics,"Regression Metrics | MSE, MAE & RMSE | R2 Score & Adjusted R2 Score",1,1,1,0,1
TrzUlo4BImM,model_evaluation_metrics,Evaluation Metrics For Regression - When & Why To Use What,1,2,3,1,5
kDY4TodQwbg,model_evaluation_metrics,What are Large Language Model (LLM) Benchmarks?,2,2,4,0,5
Kdsp6soqA7o,model_evaluation_metrics,Machine Learning Fundamentals: The Confusion Matrix,2,2,3,0,4
aDW44NPhNw0,model_evaluation_metrics,Machine Learning: Testing and Error Metrics,4,3,3,1,5
fSytzGwwBVw,model_evaluation_metrics,Machine Learning Fundamentals: Cross Validation,1,2,3,0,5
E0Hmnixke2g,model_evaluation_metrics,All Machine Learning algorithms explained in 17 min,2,3,3,1,5
4jRBRDbJemM,model_evaluation_metrics,"ROC and AUC, Clearly Explained!",3,2,2,0,5
yN7ypxC7838,model_evaluation_metrics,All Machine Learning Models Explained in 5 Minutes | Types of ML Models Basics,1,2,3,0,2
4wr1LesHDHc,model_evaluation_metrics,Top 9 Performance Evaluation Metrics | Machine Learning Classification,5,3,4,1,5
A_ZKMsZ3f3o,model_evaluation_metrics,"Tutorial 41-Performance Metrics(ROC,AUC Curve) For Classification Problem In Machine Learning Part 2",3,3,3,0,4
KdUrfY1yM0w,model_evaluation_metrics,"Classification Metrics Explained | Sensitivity, Precision, AUROC, & More",5,3,3,3,4
hkgJfS1LgSc,model_evaluation_metrics,CLASSIFICATION METRICS Course // FREE preview of first lesson,3,1,2,0,2
c09drtuCS3c,model_evaluation_metrics,Accuracy and Confusion Matrix | Type 1 and Type 2 Errors | Classification Metrics Part 1,1,1,1,0,1
_CGTbkHwUHQ,model_evaluation_metrics,Confusion Matrix Solved Example Accuracy Precision Recall F1 Score Prevalence by Mahesh Huddar,4,2,3,0,5
AZ45uzDTE9Y,model_evaluation_metrics,The Beginner’s Guide to Classification Metrics for Machine Learning Models (Step-by-Step),5,2,3,3,5
tYZ6cpatw-w,model_evaluation_metrics,Performance Metrics On MultiClass Classification Problems,4,3,3,2,3
iK-kdhJ-7yI,model_evaluation_metrics,"Precision, Recall and F1 Score | Classification Metrics Part 2",1,1,1,0,1
V2km7VW8t4Q,model_evaluation_metrics,"Binary Classification Metrics: Understanding Accuracy, Precision, and Recall",4,2,3,0,3
uuQ4XLeyWG0,model_evaluation_metrics,Episode 4: Simple and Basic Binary Classification Metrics,4,3,3,5,5
83Gh8XsfZMo,model_evaluation_metrics,Unknown,1,1,1,0,1
5vqk6HnITko,model_evaluation_metrics,"Performance Metrics, Accuracy,Precision,Recall And F-Beta Score Explained In Hindi|Machine Learning",1,1,1,0,1
w1RySTwe6Dk,model_evaluation_metrics,"Regression Metrics in Machine Learning | MAE, MSE, RMSE, R2 Score(R-Squared) 📊🔍",1,2,2,0,5
3dhcmeOTZ_Q,model_evaluation_metrics,Linear Regression in 3 Minutes,1,2,3,0,5
spvYjEWtX-o,model_evaluation_metrics,ML Concepts -  Best Practices when using ML Regression Metrics,3,3,3,0,5
SH4soR1O7fY,model_evaluation_metrics,What are the Metrics used to Evaluate the performance of Regression Models in ML DM by Mahesh Huddar,1,2,2,0,2
dMtzHp3pBWs,model_evaluation_metrics,"Master Regression Metrics in ML (Machine Learning) – MAE, MSE, RMSE, Explained Simply!",1,3,2,0,5
RYJ1WYUe9_M,model_evaluation_metrics,Master Regression Metrics in Machine Learning | Python Tutorial Made Simple,1,2,2,0,5
UVaUn_vT4VU,model_evaluation_metrics,Unknown,1,1,1,0,1
jbWMQWLkuWk,model_evaluation_metrics,ML for Business: Metrics for Regression,1,3,2,0,4
KZ_-Xu5A9yM,model_evaluation_metrics,"34   Regression Metrics and KPIs   RMSE, MSE, MAE, MAPE",1,2,3,0,5
W01eOG4k0es,model_evaluation_metrics,Evaluating Regression Models: Metrics and Validation,3,3,5,2,4
KNlJVUVbaMg,model_evaluation_metrics,Unknown,1,1,1,0,1
wr0HbHKjMyA,model_evaluation_metrics,Unknown,1,1,1,0,1
QAWwupiu4JI,model_evaluation_metrics,Regression Metrics used in Machine Learning,1,3,3,3,4
Z8tUuplPYlI,model_evaluation_metrics,Unknown,1,1,1,0,1
7FSF3W7-wIQ,model_evaluation_metrics,Regression model evaluation metrics - Part 1(R^2) - 47,1,2,3,0,5
cpQC6cYE6Ts,model_evaluation_metrics,Unknown,1,1,1,0,1
jyeNAByFL_A,model_evaluation_metrics,Machine Learning Regression Models Metrics,1,3,3,0,4
bN-yBh4GAeY,model_evaluation_metrics,What is a Confusion Matrix?,2,1,2,0,5
PoqGrCscJ7k,model_evaluation_metrics,Confusion to Clarity: Mastering Confusion Matrix in Machine Learning,4,2,5,1,5
8yZTriANUrA,model_evaluation_metrics,Unknown,1,1,1,0,1
pss3RKf9gP4,model_evaluation_metrics,"Introduction to AI, Lesson 6.1 - Multiclass Confusion Matrix",1,2,1,2,5
jr_BcU4QlNE,model_evaluation_metrics,Confusion Matrix | How to evaluate classification model | Machine Learning Basics,4,2,4,0,5
LxcRFNRgLCs,model_evaluation_metrics,The Confusion Matrix : Data Science Basics,4,3,3,5,5
8Oog7TXHvFY,model_evaluation_metrics,Making sense of the confusion matrix,4,3,2,10,4
bgyN3RO2ICo,model_evaluation_metrics,Unknown,1,1,1,0,1
SUikDsbgUIY,model_evaluation_metrics,Unknown,1,1,1,0,1
q4MnddDBLoI,model_evaluation_metrics,How to Generate and Visualize Confusion Matrix | Machine Learning Python,2,3,3,0,5
AOIkPnKu0YA,model_evaluation_metrics,Confusion Matrix - Model Building and Validation,1,1,4,0,3
92ww8yNxuOQ,model_evaluation_metrics,Confusion Matrix In Machine Learning | Confusion Matrix Example | Machine Learning | Simplilearn,5,2,5,0,5
L3r7fL18L3E,model_evaluation_metrics,CONFUSION MATRIX in Python (with Scikit-Learn),4,2,3,1,5
vezkZNorkMU,model_evaluation_metrics,"How to Generate and Analyze a Confusion Matrix | Accuracy, Precision, Recall & Model Evaluation 🚀",4,2,5,1,5
OHBvQOGjTFo,model_evaluation_metrics,Confusion Matrix | Data Science,4,2,3,0,5
zqJLLaDd4QQ,model_evaluation_metrics,"Write your own function for Multiclass Classification Confusion matrix, F1  score, precision, recall",1,1,1,0,1
gkNccYwtAbU,model_evaluation_metrics,Confusion Matrix for Multiclass Classification Precision Recall  Weighted F1 Score  by Mahesh Huddar,4,2,3,11,5
